person_age,person_income,person_employment_length,loan_grade,loan_amount,loan_interest_rate,loan_status,loan_to_income_ratio,cb_credit_history_length,person_income_log,loan_amount_log,loan_grade_numeric,credit_history_bins,person_home_ownership_other,person_home_ownership_own,person_home_ownership_rent,loan_purpose_education,loan_purpose_home-improvement,loan_purpose_medical,loan_purpose_personal,loan_purpose_venture,cb_person_default_on_file_Y
27,27500,0.0,B,3000,10.99,0,0.11,5,10.221977646629885,8.006700845440367,2,"(0, 5]",0,0,1,1,0,0,0,0,0
34,84000,6.0,A,2400,7.49,0,0.03,6,11.338583982516496,7.783640596221253,1,"(5, 10]",0,0,0,1,0,0,0,0,0
29,84000,11.0,A,15000,6.99,0,0.18,7,11.338583982516496,9.61587214452889,1,"(5, 10]",0,0,0,0,0,1,0,0,0
32,27600,5.0,B,3000,11.12,1,0.11,8,10.22560728293294,8.006700845440367,2,"(5, 10]",0,0,1,0,0,1,0,0,0
28,27600,3.0,C,3000,13.57,0,0.11,10,10.22560728293294,8.006700845440367,3,"(5, 10]",0,0,1,0,0,0,0,1,0
28,28000,3.0,A,3000,6.91,0,0.11,10,10.239995502805316,8.006700845440367,1,"(5, 10]",0,0,1,0,0,0,0,1,0
31,84000,12.0,A,10000,5.99,0,0.12,8,11.338583982516496,9.210440366976515,1,"(5, 10]",0,0,0,0,1,0,0,0,0
28,84000,12.0,D,25000,15.62,0,0.3,5,11.338583982516496,10.12667110305036,4,"(0, 5]",0,1,0,0,0,0,0,1,1
28,84000,0.0,B,1000,9.99,0,0.02,10,11.338583982516496,6.90875477931522,2,"(5, 10]",0,0,0,1,0,0,0,0,0
27,78000,5.0,B,6775,10.59,1,0.09,5,11.264476926102368,8.821142236331891,2,"(0, 5]",0,0,0,0,0,0,1,0,0
27,28800,0.0,A,3000,7.88,1,0.1,7,10.268165387743457,8.006700845440367,1,"(5, 10]",0,0,1,1,0,0,0,0,0
29,84000,9.0,A,5900,7.66,0,0.07,9,11.338583982516496,8.682877107057168,1,"(5, 10]",0,0,0,0,1,0,0,0,0
27,84000,3.0,A,7000,7.29,0,0.08,5,11.338583982516496,8.853808274977197,1,"(0, 5]",0,0,0,0,0,0,0,0,0
30,84000,13.0,B,12000,11.11,0,0.14,9,11.338583982516496,9.39274525863144,2,"(5, 10]",0,0,0,0,1,0,0,0,0
34,28880,2.0,C,3000,11.78,0,0.1,9,10.270939218446076,8.006700845440367,3,"(5, 10]",0,0,1,0,0,0,0,1,0
28,84000,12.0,B,20500,10.0,0,0.24,5,11.338583982516496,9.928228944424577,2,"(0, 5]",0,0,0,0,0,1,0,0,0
29,84000,13.0,A,6000,5.42,0,0.07,5,11.338583982516496,8.699681400989514,1,"(0, 5]",0,1,0,0,0,0,1,0,0
30,29102,2.0,A,3000,7.9,0,0.1,9,10.278596540629394,8.006700845440367,1,"(5, 10]",0,0,1,0,0,0,0,1,0
32,84000,15.0,A,15000,6.91,0,0.18,7,11.338583982516496,9.61587214452889,1,"(5, 10]",0,0,0,0,0,1,0,0,0
35,30000,0.0,B,3000,10.65,0,0.1,9,10.308985993422082,8.006700845440367,2,"(5, 10]",0,0,1,0,0,0,0,0,0
32,30000,7.0,B,3000,12.42,0,0.1,8,10.308985993422082,8.006700845440367,2,"(5, 10]",0,0,1,1,0,0,0,0,0
35,84000,4.0,A,9000,6.76,0,0.11,6,11.338583982516496,9.105090961257083,1,"(5, 10]",0,1,0,0,1,0,0,0,0
28,62000,0.0,B,12000,10.65,0,0.19,8,11.034905792929417,9.39274525863144,2,"(5, 10]",0,0,1,0,0,0,0,1,0
30,62000,14.0,B,12000,11.71,0,0.19,9,11.034905792929417,9.39274525863144,2,"(5, 10]",0,0,1,0,0,1,0,0,0
31,84000,2.0,A,7600,7.51,0,0.09,5,11.338583982516496,8.936035096566041,1,"(0, 5]",0,0,0,0,0,0,0,1,0
28,62000,2.0,C,12000,13.316500000000003,0,0.19,10,11.034905792929417,9.39274525863144,3,"(5, 10]",0,0,1,1,0,0,0,0,0
31,84000,2.0,D,10400,14.96,0,0.12,7,11.338583982516496,9.249657234353132,4,"(5, 10]",0,0,0,1,0,0,0,0,0
33,66300,3.0,D,22000,14.59,1,0.28,8,11.101960259016469,9.99884318585288,4,"(5, 10]",0,0,0,0,0,1,0,0,0
34,84000,15.0,B,9250,11.36,0,0.11,8,11.338583982516496,9.132486932771318,2,"(5, 10]",0,0,0,0,0,0,1,0,0
28,84000,1.0,A,8400,7.51,0,0.1,10,11.338583982516496,9.036106025364846,1,"(5, 10]",0,0,0,0,0,0,1,0,0
34,62000,5.0,B,12000,10.99,0,0.19,6,11.034905792929417,9.39274525863144,2,"(5, 10]",0,0,1,0,0,0,0,1,0
27,84000,11.0,D,14000,15.7,0,0.17,7,11.338583982516496,9.546884034617923,4,"(5, 10]",0,0,0,0,0,0,1,0,1
29,62200,3.0,E_or_lower,12000,19.03,0,0.19,6,11.038126355768451,9.39274525863144,6,"(5, 10]",0,0,1,0,0,0,1,0,0
27,62400,5.0,B,12000,12.42,0,0.19,6,11.041336579870135,9.39274525863144,2,"(5, 10]",0,0,1,0,0,1,0,0,0
29,84000,11.0,B,15000,12.18,0,0.18,10,11.338583982516496,9.61587214452889,2,"(5, 10]",0,1,0,1,0,0,0,0,0
29,84000,1.0,B,20000,11.83,0,0.24,5,11.338583982516496,9.90353755128617,2,"(0, 5]",0,0,0,0,1,0,0,0,0
33,84000,9.0,D,20000,14.61,0,0.24,5,11.338583982516496,9.90353755128617,4,"(0, 5]",0,0,0,1,0,0,0,0,1
28,62496,4.0,A,12000,6.91,0,0.19,5,11.042873834572456,9.39274525863144,1,"(0, 5]",0,0,1,1,0,0,0,0,0
35,62496,6.0,D,12000,14.11,0,0.19,8,11.042873834572456,9.39274525863144,4,"(5, 10]",0,0,1,0,0,0,0,1,1
28,62500,3.0,A,12000,7.175799999999998,0,0.19,7,11.042937835596494,9.39274525863144,1,"(5, 10]",0,0,1,0,0,0,0,0,0
29,84000,8.0,A,10000,7.409500000000004,0,0.12,8,11.338583982516496,9.210440366976515,1,"(5, 10]",0,0,0,0,0,0,0,1,0
32,63000,4.0,A,12000,6.62,0,0.19,10,11.050905878263569,9.39274525863144,1,"(5, 10]",0,0,1,0,0,0,0,1,0
28,63000,0.0,B,12000,10.37,0,0.19,10,11.050905878263569,9.39274525863144,2,"(5, 10]",0,0,1,0,0,1,0,0,0
29,78132,11.0,D,25000,15.33,1,0.32,6,11.26616778179618,10.12667110305036,4,"(5, 10]",0,0,0,0,0,0,0,0,1
35,63600,3.0,B,12000,11.49,0,0.19,8,11.060384472475045,9.39274525863144,2,"(5, 10]",0,0,1,1,0,0,0,0,0
29,84500,3.0,A,29800,8.9,0,0.41,6,11.344518647594766,10.30229722897745,1,"(5, 10]",0,0,0,0,0,0,1,0,0
27,64000,0.0,C,12000,13.49,0,0.19,5,11.06665398721974,9.39274525863144,3,"(0, 5]",0,0,1,0,0,1,0,0,1
28,84500,13.0,C,9600,15.27,0,0.11,5,11.344518647594766,9.169622538697624,3,"(0, 5]",0,0,0,0,1,0,0,0,0
31,38000,8.0,C,6600,13.47,0,0.17,5,10.545367754151744,8.79497643168877,3,"(0, 5]",0,1,0,1,0,0,0,0,0
27,38000,11.0,A,4000,7.68,0,0.11,9,10.545367754151744,8.294299608857235,1,"(5, 10]",0,1,0,0,1,0,0,0,0
27,84780,5.0,A,18000,7.51,0,0.21,10,11.34782674007179,9.798182590890704,1,"(5, 10]",0,0,0,0,0,0,0,1,0
30,38000,0.0,B,6000,11.58,0,0.16,7,10.545367754151744,8.699681400989514,2,"(5, 10]",0,1,0,1,0,0,0,0,0
31,64450,3.0,C,12000,12.73,0,0.19,8,11.073660524150764,9.39274525863144,3,"(5, 10]",0,0,1,0,0,0,0,1,0
27,84906,11.0,A,4500,7.51,0,0.05,10,11.349311818841736,8.412054873292933,1,"(5, 10]",0,0,0,0,0,0,0,0,0
30,84996,4.0,B,8000,12.69,0,0.09,7,11.350371240731954,8.987321812850125,2,"(5, 10]",0,0,0,0,0,0,1,0,0
31,84996,1.0,A,2500,8.49,0,0.03,10,11.350371240731954,7.824445930877619,1,"(5, 10]",0,0,0,0,0,0,0,1,0
33,65000,17.0,C,12000,13.54170000000001,0,0.18,8,11.082157933374816,9.39274525863144,3,"(5, 10]",0,0,1,0,0,0,0,1,0
32,84996,7.0,C,6000,12.99,0,0.07,7,11.350371240731954,8.699681400989514,3,"(5, 10]",0,0,0,0,0,0,0,0,1
32,84996,5.0,B,20000,8.88,0,0.24,5,11.350371240731954,9.90353755128617,2,"(0, 5]",0,0,0,0,0,1,0,0,0
29,59000,4.0,D,12000,16.49,1,0.2,9,10.985309671896765,9.39274525863144,4,"(5, 10]",0,0,1,0,0,0,0,0,1
30,65000,1.0,B,12000,11.49,0,0.18,7,11.082157933374816,9.39274525863144,2,"(5, 10]",0,0,1,0,0,0,1,0,0
34,65000,2.0,A,12000,7.49,0,0.18,7,11.082157933374816,9.39274525863144,1,"(5, 10]",0,0,1,0,0,0,0,0,0
27,65000,0.0,B,12000,11.180800000000007,0,0.18,5,11.082157933374816,9.39274525863144,2,"(0, 5]",0,0,1,0,0,0,1,0,0
31,78996,2.0,B,15600,12.53,1,0.2,5,11.277165156044555,9.65509029374725,2,"(0, 5]",0,0,0,1,0,0,0,0,0
32,84996,4.0,A,9000,9.32,0,0.11,6,11.350371240731954,9.105090961257083,1,"(5, 10]",0,0,0,0,0,0,0,1,0
29,84996,13.0,A,6000,7.68,0,0.07,8,11.350371240731954,8.699681400989514,1,"(5, 10]",0,0,0,0,0,0,0,0,0
30,85000,12.0,A,7800,6.03,0,0.09,10,11.350418300109132,8.962007209588313,1,"(5, 10]",0,1,0,0,0,0,0,1,0
28,67000,3.0,B,12000,11.052900000000006,0,0.18,5,11.112462823634855,9.39274525863144,2,"(0, 5]",0,0,1,0,1,0,0,0,0
33,73000,6.0,D,5000,16.29,1,0.07,9,11.19822841866684,8.517393171418904,4,"(5, 10]",0,0,0,0,0,0,0,0,0
28,67000,4.0,A,12000,7.238699999999997,0,0.18,7,11.112462823634855,9.39274525863144,1,"(5, 10]",0,0,1,1,0,0,0,0,0
27,67000,5.0,C,12000,13.23,0,0.18,7,11.112462823634855,9.39274525863144,3,"(5, 10]",0,0,1,0,0,0,1,0,1
31,68000,4.0,A,12000,7.66,0,0.18,8,11.127277689932466,9.39274525863144,1,"(5, 10]",0,0,1,0,0,0,0,0,0
31,68000,0.0,B,12000,11.241000000000003,0,0.18,6,11.127277689932466,9.39274525863144,2,"(5, 10]",0,0,1,0,0,1,0,0,0
27,85000,9.0,B,24000,11.71,0,0.28,10,11.350418300109132,10.085850775128716,2,"(5, 10]",0,0,0,0,0,1,0,0,0
35,85000,2.0,B,14000,10.65,0,0.16,5,11.350418300109132,9.546884034617923,2,"(0, 5]",0,0,0,0,0,1,0,0,0
29,63600,5.0,B,12000,12.42,1,0.19,8,11.060384472475045,9.39274525863144,2,"(5, 10]",0,0,1,0,0,0,0,0,0
27,69805,3.0,B,12000,10.25,0,0.17,9,11.15347524494151,9.39274525863144,2,"(5, 10]",0,0,1,0,0,0,0,1,0
30,85000,2.0,A,15000,6.03,0,0.18,8,11.350418300109132,9.61587214452889,1,"(5, 10]",0,0,0,1,0,0,0,0,0
28,70000,1.0,C,12000,14.27,0,0.17,6,11.156264806643742,9.39274525863144,3,"(5, 10]",0,0,1,0,1,0,0,0,1
27,70000,0.0,B,12000,10.65,0,0.17,8,11.156264806643742,9.39274525863144,2,"(5, 10]",0,0,1,0,0,1,0,0,0
27,85000,12.0,A,3800,6.03,0,0.04,6,11.350418300109132,8.24301946898925,1,"(5, 10]",0,0,0,0,0,0,0,1,0
28,85000,0.0,E_or_lower,24000,19.03,0,0.28,7,11.350418300109132,10.085850775128716,6,"(5, 10]",0,0,0,1,0,0,0,0,0
27,85000,11.0,A,12000,6.62,0,0.14,10,11.350418300109132,9.39274525863144,1,"(5, 10]",0,0,0,1,0,0,0,0,0
29,85000,9.0,B,15000,10.65,0,0.18,9,11.350418300109132,9.61587214452889,2,"(5, 10]",0,0,0,0,0,1,0,0,0
27,73000,3.0,B,18000,12.69,1,0.25,6,11.19822841866684,9.798182590890704,2,"(5, 10]",0,0,0,0,0,0,0,0,0
33,70000,6.0,D,12000,15.65,0,0.17,5,11.156264806643742,9.39274525863144,4,"(0, 5]",0,0,1,0,0,0,1,0,1
31,70000,8.0,A,12000,6.800599999999995,0,0.17,6,11.156264806643742,9.39274525863144,1,"(5, 10]",0,0,1,0,1,0,0,0,0
27,70000,6.0,B,12000,10.99,0,0.17,8,11.156264806643742,9.39274525863144,2,"(5, 10]",0,0,1,0,0,0,0,1,0
32,37440,0.0,D,5000,15.37,0,0.13,5,10.530521639636548,8.517393171418904,4,"(0, 5]",0,1,0,0,0,1,0,0,0
27,37404,4.0,A,6000,5.42,0,0.16,6,10.529559664306506,8.699681400989514,1,"(5, 10]",0,1,0,0,1,0,0,0,0
28,85000,5.0,D,16800,16.49,0,0.2,8,11.350418300109132,9.729193687429404,4,"(5, 10]",0,0,0,1,0,0,0,0,0
29,71000,1.0,C,12000,13.307000000000002,0,0.17,5,11.170449240431308,9.39274525863144,3,"(0, 5]",0,0,1,0,0,1,0,0,0
30,71000,2.0,A,12000,8.9,0,0.17,8,11.170449240431308,9.39274525863144,1,"(5, 10]",0,0,1,0,1,0,0,0,0
29,85000,14.0,B,7500,11.49,0,0.09,10,11.350418300109132,8.922791623969637,2,"(5, 10]",0,0,0,0,0,0,0,1,0
29,71000,1.0,C,12000,13.16,0,0.17,9,11.170449240431308,9.39274525863144,3,"(5, 10]",0,0,1,0,0,0,0,0,1
28,72000,4.0,C,12000,13.49,0,0.17,6,11.184435286790633,9.39274525863144,3,"(5, 10]",0,0,1,0,0,0,0,1,1
30,37200,4.0,A,10000,6.03,0,0.27,10,10.524090921620362,9.210440366976515,1,"(5, 10]",0,1,0,0,0,0,0,1,0
28,72000,3.0,C,12000,14.27,0,0.17,6,11.184435286790633,9.39274525863144,3,"(5, 10]",0,0,1,0,0,1,0,0,1
27,72000,11.0,A,12000,6.62,0,0.17,8,11.184435286790633,9.39274525863144,1,"(5, 10]",0,0,1,1,0,0,0,0,0
34,85000,2.0,D,15000,15.99,0,0.18,9,11.350418300109132,9.61587214452889,4,"(5, 10]",0,0,0,0,1,0,0,0,1
28,85000,4.0,B,29800,9.99,0,0.41,5,11.350418300109132,10.30229722897745,2,"(0, 5]",0,0,0,0,0,0,1,0,0
34,85000,6.0,B,24000,11.49,0,0.28,7,11.350418300109132,10.085850775128716,2,"(5, 10]",0,0,0,0,1,0,0,0,0
28,85000,2.0,A,15000,8.49,0,0.18,7,11.350418300109132,9.61587214452889,1,"(5, 10]",0,0,0,1,0,0,0,0,0
35,85000,9.0,A,21000,7.49,0,0.25,9,11.350418300109132,9.952325334619427,1,"(5, 10]",0,0,0,0,0,0,0,0,0
28,85000,8.0,A,12500,7.49,0,0.15,7,11.350418300109132,9.433563920090563,1,"(5, 10]",0,0,0,0,0,0,1,0,0
33,72000,3.0,B,12000,11.99,0,0.17,5,11.184435286790633,9.39274525863144,2,"(0, 5]",0,0,1,0,0,1,0,0,0
32,72000,5.0,B,12000,10.62,0,0.17,5,11.184435286790633,9.39274525863144,2,"(0, 5]",0,0,1,0,0,0,0,1,0
28,85000,6.0,A,9075,7.49,0,0.11,10,11.350418300109132,9.113388845899731,1,"(5, 10]",0,0,0,0,0,0,0,1,0
29,62050,13.0,E_or_lower,3600,17.99,1,0.05,9,11.035711906538346,8.188966863648876,6,"(5, 10]",0,0,0,0,0,1,0,0,0
34,66000,5.0,D,12000,14.3,1,0.18,6,11.097425172408933,9.39274525863144,4,"(5, 10]",0,0,1,0,0,0,0,0,0
35,85000,2.0,B,8400,11.99,0,0.1,9,11.350418300109132,9.036106025364846,2,"(5, 10]",0,0,0,1,0,0,0,0,0
32,85000,3.0,E_or_lower,8000,18.79,0,0.09,5,11.350418300109132,8.987321812850125,6,"(0, 5]",0,0,0,0,0,0,0,1,1
30,85000,14.0,A,6000,5.42,0,0.07,8,11.350418300109132,8.699681400989514,1,"(5, 10]",0,0,0,0,0,1,0,0,0
28,72500,1.0,A,12000,7.49,0,0.17,6,11.19135563385109,9.39274525863144,1,"(5, 10]",0,0,1,0,0,0,0,0,0
27,85000,11.0,A,10000,7.49,0,0.12,8,11.350418300109132,9.210440366976515,1,"(5, 10]",0,0,0,0,0,0,1,0,0
34,73000,6.0,D,7500,15.99,1,0.1,5,11.19822841866684,8.922791623969637,4,"(0, 5]",0,0,0,0,0,0,1,0,1
31,85000,9.0,D,16000,15.506200000000002,0,0.19,10,11.350418300109132,9.680406499268877,4,"(5, 10]",0,0,0,0,0,0,0,1,1
34,85000,4.0,B,6500,9.63,0,0.08,7,11.350418300109132,8.77971129020447,2,"(5, 10]",0,0,0,0,1,0,0,0,0
28,73200,2.0,A,12000,8.9,0,0.16,10,11.200964361058276,9.39274525863144,1,"(5, 10]",0,0,1,0,0,0,1,0,0
27,73660,4.0,E_or_lower,12000,14.18,0,0.16,7,11.207228765796126,9.39274525863144,6,"(5, 10]",0,0,1,0,1,0,0,0,0
27,74000,2.0,B,12000,12.18,0,0.16,6,11.211833885608511,9.39274525863144,2,"(5, 10]",0,0,1,0,0,0,0,1,0
27,40000,2.0,A,3000,7.4,0,0.07,9,10.59665973278358,8.006700845440367,1,"(5, 10]",0,0,1,1,0,0,0,0,0
27,40800,4.0,C,3000,13.48,0,0.07,5,10.616461869895817,8.006700845440367,3,"(0, 5]",0,0,1,0,0,1,0,0,1
28,85000,1.0,A,5000,6.92,0,0.06,8,11.350418300109132,8.517393171418904,1,"(5, 10]",0,0,0,0,0,1,0,0,0
30,85000,0.0,C,18000,13.06,0,0.21,5,11.350418300109132,9.798182590890704,3,"(0, 5]",0,0,0,0,1,0,0,0,0
28,41000,0.0,B,3000,11.11,0,0.07,6,10.62135173563291,8.006700845440367,2,"(5, 10]",0,0,1,0,0,0,0,1,0
31,35000,1.0,D,3000,14.74,1,0.09,9,10.463131911491969,8.006700845440367,4,"(5, 10]",0,0,1,0,0,0,0,1,1
32,41000,17.0,C,3000,14.018600000000003,0,0.07,7,10.62135173563291,8.006700845440367,3,"(5, 10]",0,0,1,0,0,1,0,0,1
35,85000,0.0,B,12000,10.0,0,0.14,5,11.350418300109132,9.39274525863144,2,"(0, 5]",0,0,0,0,0,0,1,0,0
28,85000,3.0,B,20000,9.62,0,0.24,5,11.350418300109132,9.90353755128617,2,"(0, 5]",0,0,0,0,0,0,0,0,0
29,42000,5.0,B,3000,12.69,0,0.07,5,10.645448706505872,8.006700845440367,2,"(0, 5]",0,0,1,0,0,1,0,0,0
31,85000,15.0,A,4500,6.54,0,0.05,6,11.350418300109132,8.412054873292933,1,"(5, 10]",0,0,0,0,0,0,1,0,0
32,42000,4.0,A,3000,7.49,0,0.07,10,10.645448706505872,8.006700845440367,1,"(5, 10]",0,0,1,0,0,1,0,0,0
29,85000,12.0,B,25000,9.25,0,0.29,10,11.350418300109132,10.12667110305036,2,"(5, 10]",0,0,0,0,0,0,1,0,0
27,36000,4.0,D,3000,15.62,1,0.08,7,10.491301994830229,8.006700845440367,4,"(5, 10]",0,0,1,0,1,0,0,0,0
35,36000,2.0,D,3000,14.360499999999993,1,0.08,10,10.491301994830229,8.006700845440367,4,"(5, 10]",0,0,1,0,0,0,1,0,0
29,85000,9.0,B,20000,10.38,0,0.24,9,11.350418300109132,9.90353755128617,2,"(5, 10]",0,0,0,0,0,0,0,1,0
27,85000,6.0,A,20000,7.88,0,0.24,6,11.350418300109132,9.90353755128617,1,"(5, 10]",0,1,0,0,0,0,0,1,0
33,85000,0.0,C,5000,13.61,0,0.06,7,11.350418300109132,8.517393171418904,3,"(5, 10]",0,0,0,0,0,0,0,0,1
27,85000,2.0,C,10000,13.23,0,0.12,7,11.350418300109132,9.210440366976515,3,"(5, 10]",0,1,0,0,0,0,0,1,0
27,37000,1.0,D,16750,15.33,0,0.45,10,10.518700218288163,9.726213236963687,4,"(5, 10]",0,1,0,0,0,0,0,1,1
28,42000,4.0,B,3000,10.25,0,0.07,10,10.645448706505872,8.006700845440367,2,"(5, 10]",0,0,1,0,0,1,0,0,0
27,42000,2.0,A,3000,8.94,0,0.07,5,10.645448706505872,8.006700845440367,1,"(0, 5]",0,0,1,1,0,0,0,0,0
27,42000,1.0,B,3000,11.83,0,0.07,5,10.645448706505872,8.006700845440367,2,"(0, 5]",0,0,1,0,0,0,0,1,0
27,42000,6.0,C,3000,13.743000000000002,0,0.07,7,10.645448706505872,8.006700845440367,3,"(5, 10]",0,0,1,0,0,0,0,0,1
27,85000,8.0,B,7500,10.99,0,0.09,10,11.350418300109132,8.922791623969637,2,"(5, 10]",0,0,0,0,0,0,0,1,0
33,85000,12.0,A,8000,7.14,0,0.09,8,11.350418300109132,8.987321812850125,1,"(5, 10]",0,0,0,0,1,0,0,0,0
33,62050,17.0,D,20000,15.50579999999999,1,0.27,8,11.035711906538346,9.90353755128617,4,"(5, 10]",0,0,0,0,0,1,0,0,1
27,85000,6.0,B,5500,11.36,0,0.06,9,11.350418300109132,8.612685172875459,2,"(5, 10]",0,0,0,0,1,0,0,0,0
31,73000,4.0,E_or_lower,16000,19.41,1,0.22,6,11.19822841866684,9.680406499268877,6,"(5, 10]",0,0,0,0,1,0,0,0,1
32,73000,7.0,C,4750,13.11,1,0.07,9,11.19822841866684,8.46611040118692,3,"(5, 10]",0,0,0,0,0,0,1,0,1
29,85000,2.0,A,10000,7.88,0,0.12,10,11.350418300109132,9.210440366976515,1,"(5, 10]",0,0,0,0,1,0,0,0,0
28,42996,4.0,A,3000,7.68,0,0.07,6,10.668885624799978,8.006700845440367,1,"(5, 10]",0,0,1,1,0,0,0,0,0
32,85000,16.0,A,10000,7.74,0,0.12,8,11.350418300109132,9.210440366976515,1,"(5, 10]",0,0,0,0,0,0,1,0,0
28,85000,12.0,B,18000,12.53,0,0.21,10,11.350418300109132,9.798182590890704,2,"(5, 10]",0,0,0,0,0,1,0,0,0
28,75000,0.0,A,12000,6.03,0,0.16,6,11.225256725762891,9.39274525863144,1,"(5, 10]",0,0,1,1,0,0,0,0,0
28,36928,2.0,D,7800,15.58,0,0.21,9,10.516752429223828,8.962007209588313,4,"(5, 10]",0,1,0,0,0,1,0,0,1
31,73000,9.0,E_or_lower,18000,17.39,1,0.25,10,11.19822841866684,9.798182590890704,6,"(5, 10]",0,0,0,0,0,0,0,0,1
27,75000,3.0,B,12000,11.49,0,0.16,5,11.225256725762891,9.39274525863144,2,"(0, 5]",0,0,1,0,0,0,0,1,0
27,85000,10.0,C,19000,13.92,0,0.22,5,11.350418300109132,9.852246888342531,3,"(0, 5]",0,1,0,0,0,0,0,1,0
34,75000,2.0,A,12000,7.29,0,0.16,8,11.225256725762891,9.39274525863144,1,"(5, 10]",0,0,1,0,0,0,0,1,0
28,85000,3.0,A,7000,8.59,0,0.08,5,11.350418300109132,8.853808274977197,1,"(0, 5]",0,0,0,0,0,0,0,0,0
28,69000,1.0,D,12000,14.46,1,0.17,9,11.141876276228,9.39274525863144,4,"(5, 10]",0,0,1,0,0,0,0,1,0
27,85000,7.0,C,10400,13.16,0,0.12,6,11.350418300109132,9.249657234353132,3,"(5, 10]",0,0,0,1,0,0,0,0,1
33,75000,0.0,A,12000,7.88,0,0.16,10,11.225256725762891,9.39274525863144,1,"(5, 10]",0,0,1,0,0,1,0,0,0
27,75000,6.0,B,12000,10.99,0,0.16,10,11.225256725762891,9.39274525863144,2,"(5, 10]",0,0,1,0,1,0,0,0,0
30,85000,2.0,C,25000,12.84,0,0.29,8,11.350418300109132,10.12667110305036,3,"(5, 10]",0,0,0,1,0,0,0,0,1
35,69000,1.0,B,12000,11.26,1,0.17,5,11.141876276228,9.39274525863144,2,"(0, 5]",0,0,1,1,0,0,0,0,0
28,75000,1.0,A,12000,9.63,0,0.16,7,11.225256725762891,9.39274525863144,1,"(5, 10]",0,0,1,0,1,0,0,0,0
31,85000,14.0,A,10400,9.32,0,0.12,10,11.350418300109132,9.249657234353132,1,"(5, 10]",0,0,0,0,0,0,0,0,0
35,85000,0.0,B,20000,12.21,0,0.24,10,11.350418300109132,9.90353755128617,2,"(5, 10]",0,0,0,1,0,0,0,0,0
31,85000,4.0,B,16000,11.89,0,0.19,10,11.350418300109132,9.680406499268877,2,"(5, 10]",1,0,0,0,1,0,0,0,0
29,85000,0.0,E_or_lower,10000,16.63,0,0.12,8,11.350418300109132,9.210440366976515,6,"(5, 10]",0,0,0,0,0,0,0,1,0
34,85000,17.0,D,8500,14.42,0,0.1,8,11.350418300109132,9.04793908261736,4,"(5, 10]",0,0,0,1,0,0,0,0,1
30,76000,3.0,B,12000,10.99,0,0.16,10,11.23850177707664,9.39274525863144,2,"(5, 10]",0,0,1,0,0,0,0,0,0
29,76663,9.0,A,12000,7.306699999999994,0,0.16,9,11.247187516023596,9.39274525863144,1,"(5, 10]",0,0,1,1,0,0,0,0,0
28,78000,5.0,B,12000,10.62,0,0.15,10,11.264476926102368,9.39274525863144,2,"(5, 10]",0,0,1,0,0,0,0,1,0
29,73000,6.0,D,21000,13.36,1,0.29,7,11.19822841866684,9.952325334619427,4,"(5, 10]",0,0,0,1,0,0,0,0,1
28,36400,3.0,B,7000,11.11,0,0.19,9,10.50235152577494,8.853808274977197,2,"(5, 10]",0,1,0,0,0,0,1,0,0
30,80000,7.0,A,12000,8.9,0,0.15,10,11.289794413577894,9.39274525863144,1,"(5, 10]",0,0,1,0,0,0,0,1,0
32,85000,1.0,C,7500,10.78,0,0.09,10,11.350418300109132,8.922791623969637,3,"(5, 10]",0,0,0,0,1,0,0,0,0
28,85100,12.0,A,8000,7.51,0,0.09,8,11.35159406537374,8.987321812850125,1,"(5, 10]",0,0,0,1,0,0,0,0,0
27,80000,3.0,D,12000,17.58,0,0.15,7,11.289794413577894,9.39274525863144,4,"(5, 10]",0,0,1,1,0,0,0,0,0
29,85200,5.0,C,8900,13.331899999999992,0,0.1,6,11.352768449837727,9.093918908958932,3,"(5, 10]",0,0,0,0,0,1,0,0,1
31,85224,15.0,B,6000,10.0,0,0.07,9,11.353050097006104,8.699681400989514,2,"(5, 10]",0,1,0,0,0,0,1,0,0
32,80000,3.0,A,12000,6.62,0,0.15,10,11.289794413577894,9.39274525863144,1,"(5, 10]",0,0,1,0,1,0,0,0,0
31,80000,15.0,A,12000,5.79,0,0.15,5,11.289794413577894,9.39274525863144,1,"(0, 5]",0,0,1,0,0,0,0,0,0
29,85500,3.0,A,9500,7.5188999999999995,0,0.11,9,11.356283350762888,9.15915233520675,1,"(5, 10]",0,0,0,1,0,0,0,0,0
30,85634,4.0,A,14000,7.66,0,0.16,8,11.357849357066469,9.546884034617923,1,"(5, 10]",0,0,0,0,0,0,1,0,0
27,73680,11.0,E_or_lower,10000,17.93,1,0.14,6,11.207500243041212,9.210440366976515,6,"(5, 10]",0,0,0,0,0,0,0,0,1
34,85800,11.0,A,5000,7.4,0,0.06,6,11.359785940419789,8.517393171418904,1,"(5, 10]",0,1,0,0,0,0,0,1,0
27,62900,3.0,D,12000,15.95,1,0.16,9,11.049317340813348,9.39274525863144,4,"(5, 10]",0,0,1,0,0,1,0,0,0
32,74000,16.0,B,13650,12.42,1,0.18,10,11.211833885608511,9.521568058002975,2,"(5, 10]",0,0,0,1,0,0,0,0,0
29,86000,5.0,C,14000,14.27,0,0.16,9,11.362114203075018,9.546884034617923,3,"(5, 10]",0,0,0,0,0,0,1,0,0
30,36000,6.0,B,10000,12.69,0,0.28,10,10.491301994830229,9.210440366976515,2,"(5, 10]",0,1,0,0,0,1,0,0,0
