person_age,person_income,person_home_ownership,person_employment_length,loan_purpose,loan_grade,loan_amount,loan_interest_rate,loan_status,loan_to_income_ratio,cb_person_default_on_file,cb_credit_history_length,person_income_log,loan_amount_log
32,55000,rent,4.0,venture,D,10000,14.42,False,0.18,Y,9,10.915106645867503,9.210440366976517
28,55000,rent,1.0,medical,A,10000,9.32,False,0.18,N,8,10.915106645867503,9.210440366976517
27,73000,mortgage,11.0,education,A,17000,7.88,False,0.23,N,6,11.19822841866684,9.741027444837728
28,73000,mortgage,5.0,personal,C,12000,13.11,False,0.16,N,9,11.19822841866684,9.392745258631441
34,55000,rent,0.0,medical,B,10000,9.51,False,0.18,N,5,10.915106645867503,9.210440366976517
28,73000,mortgage,6.0,venture,B,15000,11.83,False,0.21,N,9,11.19822841866684,9.61587214452889
27,55812,rent,3.0,debt-consolidation,A,10000,6.54,False,0.18,N,10,10.929762096145357,9.210440366976517
35,56000,rent,5.0,education,B,10000,12.42,False,0.18,N,5,10.933124826700707,9.210440366976517
31,73000,mortgage,8.0,education,A,6800,7.74,False,0.09,N,8,11.19822841866684,8.824824939175638
33,56000,rent,7.0,personal,B,10000,11.36,False,0.18,N,6,10.933124826700707,9.210440366976517
33,56000,rent,2.0,education,A,10000,7.74,False,0.18,N,5,10.933124826700707,9.210440366976517
28,73000,mortgage,11.0,education,B,15000,,False,0.21,N,6,11.19822841866684,9.61587214452889
27,56253,rent,11.0,venture,B,10000,11.36,False,0.18,N,8,10.937632428649502,9.210440366976517
28,73008,mortgage,2.0,education,C,14000,12.73,False,0.19,Y,6,11.19833800020246,9.546884034617925
28,73073,mortgage,8.0,venture,A,4200,5.79,False,0.06,N,7,11.199227905315166,8.343077871169383
29,57000,rent,5.0,education,E_or_lower,10000,18.64,False,0.18,Y,6,10.950824090522445,9.210440366976517
27,73200,mortgage,5.0,personal,B,18000,10.99,False,0.25,N,8,11.200964361058276,9.798182590890704
27,73200,mortgage,7.0,education,C,15000,13.22,False,0.2,N,5,11.200964361058276,9.61587214452889
32,73200,mortgage,1.0,personal,B,7200,10.2,False,0.1,N,7,11.200964361058276,8.881975184248867
34,67392,mortgage,0.0,personal,C,15000,13.85,True,0.22,Y,5,11.118296433940062,9.61587214452889
27,73400,mortgage,10.0,medical,A,2100,6.76,False,0.03,N,5,11.203692838488003,7.650168700845001
34,57000,rent,1.0,education,B,10000,11.14,False,0.18,N,8,10.950824090522445,9.210440366976517
28,73500,own,12.0,home-improvement,B,10000,9.88,False,0.14,N,10,11.205054290550551,9.210440366976517
30,73524,mortgage,2.0,education,D,10000,14.74,False,0.14,N,8,11.205380763422196,9.210440366976517
32,73527,mortgage,11.0,education,B,12000,12.42,False,0.16,N,7,11.205421565037945,9.392745258631441
34,58000,rent,11.0,personal,B,10000,10.65,False,0.17,N,9,10.968215530759236,9.210440366976517
27,73580,mortgage,3.0,education,D,19950,14.96,False,0.27,N,7,11.206142119216047,9.901034546375062
34,73600,mortgage,10.0,home-improvement,B,15000,12.42,False,0.2,N,7,11.206413891581187,9.61587214452889
29,58000,rent,3.0,personal,A,10000,6.99,False,0.17,N,5,10.968215530759236,9.210440366976517
32,58000,rent,3.0,medical,B,10000,10.96,False,0.17,N,10,10.968215530759236,9.210440366976517
28,58100,rent,4.0,medical,B,10000,10.25,False,0.17,N,8,10.969938154395841,9.210440366976517
27,57800,mortgage,11.0,medical,D,16000,16.29,True,0.24,N,8,10.96476135554887,9.680406499268875
35,74000,mortgage,13.0,debt-consolidation,A,5000,7.9,False,0.07,N,5,11.211833885608513,8.517393171418904
34,74000,mortgage,10.0,education,C,17000,14.27,False,0.23,Y,10,11.211833885608513,9.741027444837728
27,59004,rent,3.0,education,D,10000,16.32,False,0.17,Y,6,10.98537746505985,9.210440366976517
29,74000,mortgage,4.0,debt-consolidation,B,12000,,False,0.16,N,9,11.211833885608513,9.392745258631441
27,74000,mortgage,4.0,education,D,12100,16.89,False,0.16,Y,9,11.211833885608513,9.401043372798053
32,74000,mortgage,1.0,home-improvement,A,1200,7.49,False,0.02,N,9,11.211833885608513,7.0909098220799835
28,74000,mortgage,13.0,personal,B,7800,10.99,False,0.11,N,7,11.211833885608513,8.962007209588313
29,54000,rent,5.0,home-improvement,C,10000,13.49,True,0.19,Y,9,10.896757843893464,9.210440366976517
32,74000,mortgage,5.0,personal,B,15000,11.11,False,0.2,N,7,11.211833885608513,9.61587214452889
30,74000,own,13.0,medical,B,10500,10.74,False,0.14,N,8,11.211833885608513,9.259225769705994
30,74000,mortgage,0.0,personal,A,7625,,False,0.1,N,5,11.211833885608513,8.939318740417509
28,60000,rent,8.0,education,A,10000,8.9,False,0.17,N,9,11.002116507732017,9.210440366976517
33,74000,mortgage,2.0,medical,A,20500,6.54,False,0.28,N,10,11.211833885608513,9.928228944424575
29,74000,mortgage,8.0,education,B,25000,11.49,False,0.34,N,6,11.211833885608513,10.12667110305036
29,74000,mortgage,0.0,home-improvement,A,9000,7.51,False,0.12,N,10,11.211833885608513,9.105090961257085
32,68000,mortgage,6.0,education,C,1000,14.72,True,0.02,Y,9,11.127277689932466,6.90875477931522
28,74000,mortgage,6.0,education,B,18000,10.75,False,0.24,N,5,11.211833885608513,9.798182590890704
29,54000,rent,12.0,personal,B,10000,11.71,True,0.19,N,7,10.896757843893464,9.210440366976517
32,74000,own,3.0,personal,B,5000,10.62,False,0.07,N,10,11.211833885608513,8.517393171418904
30,74000,mortgage,14.0,venture,C,14000,13.92,False,0.19,Y,10,11.211833885608513,9.546884034617925
30,60000,rent,4.0,venture,A,10000,6.03,False,0.17,N,7,11.002116507732017,9.210440366976517
32,60000,rent,0.0,personal,B,10000,12.42,False,0.17,N,9,11.002116507732017,9.210440366976517
32,74000,mortgage,0.0,personal,A,1800,8.94,False,0.02,N,10,11.211833885608513,7.496097345175956
30,60000,rent,2.0,personal,A,10000,7.49,False,0.17,N,7,11.002116507732017,9.210440366976517
28,54000,rent,2.0,education,D,10000,16.49,True,0.19,Y,7,10.896757843893464,9.210440366976517
35,74000,mortgage,9.0,education,A,8200,8.0,False,0.11,N,5,11.211833885608513,9.012011377036412
28,74000,own,12.0,venture,D,5450,12.67,False,0.07,Y,6,11.211833885608513,8.603554357064281
34,74004,own,6.0,venture,A,7200,6.62,False,0.1,N,7,11.211887937471289,8.881975184248867
35,60000,rent,7.0,personal,B,10000,11.11,False,0.17,N,9,11.002116507732017,9.210440366976517
29,74004,mortgage,2.0,debt-consolidation,B,10000,11.86,False,0.14,N,8,11.211887937471289,9.210440366976517
29,74004,mortgage,13.0,personal,B,13000,11.26,False,0.18,N,6,11.211887937471289,9.472781556562168
28,54000,rent,11.0,debt-consolidation,D,10000,16.02,True,0.19,Y,8,10.896757843893464,9.210440366976517
33,60000,rent,5.0,education,A,10000,5.79,False,0.17,N,5,11.002116507732017,9.210440366976517
34,60000,rent,1.0,education,B,10000,9.62,False,0.17,N,9,11.002116507732017,9.210440366976517
28,60000,rent,4.0,education,A,10000,6.54,False,0.17,N,6,11.002116507732017,9.210440366976517
34,74256,mortgage,1.0,home-improvement,B,11000,9.25,False,0.15,N,9,11.21528732831551,9.305741456739435
32,74280,mortgage,4.0,debt-consolidation,B,6400,,False,0.09,N,10,11.215610477950067,8.764209507142004
32,74346,mortgage,16.0,medical,A,7000,7.9,False,0.09,N,9,11.216498601376854,8.853808274977197
29,74360,own,7.0,medical,A,8725,5.99,False,0.12,N,7,11.216686889835326,9.074062353683555
28,74400,mortgage,7.0,medical,B,12000,,False,0.16,N,6,11.217224661591072,9.392745258631441
29,60000,rent,5.0,medical,A,10000,7.88,False,0.17,N,8,11.002116507732017,9.210440366976517
27,54000,rent,4.0,debt-consolidation,D,10000,15.95,True,0.19,N,9,10.896757843893464,9.210440366976517
30,74400,own,8.0,venture,A,7500,,False,0.1,N,7,11.217224661591072,8.922791623969637
31,74400,mortgage,11.0,venture,A,13000,7.88,False,0.17,N,10,11.217224661591072,9.472781556562168
27,68400,mortgage,8.0,debt-consolidation,C,8000,14.26,True,0.12,N,7,11.133142723386813,8.987321812850125
32,60000,rent,4.0,venture,A,10000,7.51,False,0.17,N,9,11.002116507732017,9.210440366976517
29,54000,rent,0.0,personal,D,10000,14.96,True,0.19,N,9,10.896757843893464,9.210440366976517
28,74600,own,12.0,personal,C,9500,10.78,False,0.13,N,9,11.219909190927746,9.15915233520675
31,74628,mortgage,12.0,debt-consolidation,C,15000,12.99,False,0.2,N,5,11.220284450598436,9.61587214452889
34,74700,own,10.0,medical,B,14000,9.91,False,0.19,N,5,11.221248757912162,9.546884034617925
29,60000,rent,4.0,debt-consolidation,A,10000,8.59,False,0.17,N,5,11.002116507732017,9.210440366976517
28,74778,mortgage,13.0,personal,C,6000,13.98,False,0.08,N,9,11.222292375882184,8.699681400989514
34,60000,rent,14.0,home-improvement,C,10000,13.57,False,0.17,N,6,11.002116507732017,9.210440366976517
27,74800,mortgage,1.0,medical,B,21000,10.59,False,0.28,N,7,11.222586532857163,9.952325334619427
27,60000,rent,1.0,personal,C,10000,13.22,False,0.17,N,7,11.002116507732017,9.210440366976517
28,68900,mortgage,1.0,personal,E_or_lower,18000,17.39,True,0.26,N,7,11.140425970684525,9.798182590890704
28,75000,own,11.0,education,B,12000,12.69,False,0.16,N,5,11.225256725762893,9.392745258631441
29,60000,rent,11.0,education,C,10000,11.97,False,0.17,N,5,11.002116507732017,9.210440366976517
27,60132,rent,11.0,venture,B,10000,10.62,False,0.17,N,6,11.004314054689937,9.210440366976517
29,75000,own,1.0,venture,B,18000,12.42,False,0.24,N,9,11.225256725762893,9.798182590890704
33,60626,rent,3.0,venture,B,10000,10.74,False,0.16,N,6,11.012495617386358,9.210440366976517
30,75000,own,14.0,venture,C,10000,14.27,False,0.13,Y,6,11.225256725762893,9.210440366976517
29,61000,rent,12.0,venture,D,10000,16.07,False,0.16,N,9,11.0186455364637,9.210440366976517
28,75000,mortgage,3.0,home-improvement,A,15000,8.9,False,0.2,N,9,11.225256725762893,9.61587214452889
35,75000,own,9.0,venture,A,7600,,False,0.1,N,7,11.225256725762893,8.936035096566041
27,43200,rent,9.0,medical,C,4000,13.48,False,0.09,N,7,10.673618922112436,8.294299608857235
34,44000,rent,2.0,venture,B,4000,10.36,False,0.09,N,9,10.691967639914864,8.294299608857235
33,75000,mortgage,4.0,personal,A,6000,7.9,False,0.08,N,8,11.225256725762893,8.699681400989514
32,75000,mortgage,12.0,home-improvement,B,12000,10.65,False,0.16,N,5,11.225256725762893,9.392745258631441
27,75000,mortgage,0.0,personal,A,7500,8.9,False,0.1,N,10,11.225256725762893,8.922791623969637
29,75000,own,5.0,venture,B,6000,12.69,False,0.08,N,7,11.225256725762893,8.699681400989514
28,45000,rent,0.0,education,A,4000,,False,0.09,N,8,10.714439990727769,8.294299608857235
28,75000,mortgage,5.0,medical,A,16800,6.03,False,0.22,N,8,11.225256725762893,9.729193687429403
35,75000,mortgage,5.0,debt-consolidation,C,4000,14.27,False,0.05,Y,5,11.225256725762893,8.294299608857235
27,75000,mortgage,6.0,personal,A,3500,6.03,False,0.05,N,10,11.225256725762893,8.160803920954665
29,39000,rent,0.0,venture,D,4000,15.99,True,0.1,Y,5,10.571342565808699,8.294299608857235
28,75000,mortgage,2.0,personal,C,15000,14.65,False,0.2,Y,7,11.225256725762893,9.61587214452889
32,75000,mortgage,14.0,personal,C,5600,15.96,False,0.07,Y,9,11.225256725762893,8.630700432209832
31,45000,rent,0.0,education,C,4000,13.43,False,0.09,N,6,10.714439990727769,8.294299608857235
28,69000,mortgage,4.0,education,D,29800,,True,0.43,Y,9,11.141876276228,10.30229722897745
27,75000,mortgage,4.0,debt-consolidation,B,6625,,False,0.09,N,10,11.225256725762893,8.798756582859841
30,75000,mortgage,3.0,venture,A,18750,7.9,False,0.25,N,6,11.225256725762893,9.839002363309719
31,75000,mortgage,8.0,education,D,16500,16.77,False,0.22,Y,8,11.225256725762893,9.711176264112805
30,45200,rent,0.0,medical,B,4000,10.59,False,0.09,N,8,10.718874489469398,8.294299608857235
29,45204,rent,8.0,medical,B,4000,11.48,False,0.09,N,7,10.718962979171467,8.294299608857235
35,75000,mortgage,2.0,personal,C,20000,13.49,False,0.27,Y,5,11.225256725762893,9.90353755128617
32,75000,mortgage,8.0,medical,A,14000,6.03,False,0.19,N,10,11.225256725762893,9.546884034617925
27,45468,rent,2.0,venture,C,4000,13.99,False,0.09,Y,5,10.724786054054675,8.294299608857235
33,75000,mortgage,6.0,medical,A,6000,7.51,False,0.08,N,8,11.225256725762893,8.699681400989514
32,75000,mortgage,4.0,home-improvement,B,12000,11.71,False,0.16,N,6,11.225256725762893,9.392745258631441
31,62004,rent,1.0,venture,C,10000,12.84,False,0.16,N,5,11.034970305936874,9.210440366976517
34,75000,mortgage,3.0,medical,A,3000,7.9,False,0.04,N,5,11.225256725762893,8.006700845440367
31,69000,mortgage,15.0,education,A,4050,7.51,True,0.06,N,7,11.141876276228,8.30671904320269
35,69000,mortgage,2.0,venture,D,25500,17.27,True,0.37,N,5,11.141876276228,10.146472946063877
29,63000,rent,13.0,medical,A,10000,7.49,False,0.16,N,8,11.050905878263567,9.210440366976517
29,63000,rent,5.0,personal,D,10000,15.33,False,0.16,N,9,11.050905878263567,9.210440366976517
33,75000,mortgage,13.0,medical,B,25000,10.65,False,0.33,N,7,11.225256725762893,10.12667110305036
27,64000,rent,0.0,personal,C,10000,15.27,False,0.16,Y,10,11.06665398721974,9.210440366976517
32,64000,rent,1.0,education,B,10000,12.69,False,0.16,N,10,11.06665398721974,9.210440366976517
29,75000,mortgage,2.0,medical,C,8000,12.99,False,0.11,N,10,11.225256725762893,8.987321812850125
29,75000,mortgage,8.0,medical,A,4200,5.42,False,0.06,N,9,11.225256725762893,8.343077871169383
30,64000,rent,4.0,debt-consolidation,B,10000,11.99,False,0.16,N,6,11.06665398721974,9.210440366976517
28,64000,rent,1.0,home-improvement,C,10000,11.66,False,0.16,Y,8,11.06665398721974,9.210440366976517
28,64125,rent,2.0,debt-consolidation,B,10000,10.65,False,0.16,N,7,11.068605176893387,9.210440366976517
31,75000,mortgage,4.0,medical,B,13800,,False,0.18,N,9,11.225256725762893,9.53249633228804
29,75000,mortgage,6.0,medical,A,8000,5.42,False,0.11,N,5,11.225256725762893,8.987321812850125
31,75000,mortgage,6.0,venture,A,3000,8.49,False,0.04,N,5,11.225256725762893,8.006700845440367
29,64500,rent,5.0,medical,A,10000,8.94,False,0.16,N,7,11.07443600653965,9.210440366976517
29,75000,mortgage,2.0,personal,A,9000,,False,0.12,N,6,11.225256725762893,9.105090961257085
32,75000,mortgage,6.0,personal,B,5000,11.49,False,0.07,N,8,11.225256725762893,8.517393171418904
28,64600,rent,3.0,personal,C,10000,13.48,False,0.15,Y,7,11.075985169527042,9.210440366976517
33,75000,mortgage,6.0,debt-consolidation,B,10000,10.99,False,0.13,N,10,11.225256725762893,9.210440366976517
32,75000,mortgage,5.0,venture,C,16000,13.49,False,0.21,N,8,11.225256725762893,9.680406499268875
31,64900,rent,2.0,medical,A,10000,7.66,False,0.15,N,5,11.080618310893968,9.210440366976517
30,75000,mortgage,11.0,personal,B,5000,,False,0.07,N,10,11.225256725762893,8.517393171418904
35,59000,rent,5.0,personal,C,10000,13.49,True,0.17,Y,10,10.985309671896763,9.210440366976517
30,65000,rent,3.0,education,C,10000,14.27,False,0.15,Y,7,11.082157933374816,9.210440366976517
29,75000,own,4.0,education,D,5000,15.62,False,0.07,N,10,11.225256725762893,8.517393171418904
33,65000,rent,4.0,medical,B,10000,11.99,False,0.15,N,9,11.082157933374816,9.210440366976517
27,75000,own,11.0,personal,D,16000,16.89,False,0.21,Y,5,11.225256725762893,9.680406499268875
29,75000,mortgage,9.0,personal,B,8000,11.99,False,0.11,N,5,11.225256725762893,8.987321812850125
31,75000,mortgage,5.0,home-improvement,C,2500,12.99,False,0.03,Y,5,11.225256725762893,7.824445930877619
30,65000,rent,3.0,personal,C,10000,12.73,False,0.15,Y,6,11.082157933374816,9.210440366976517
27,58650,mortgage,11.0,medical,A,4000,5.42,True,0.06,N,6,10.979359904234647,8.294299608857235
28,65000,rent,12.0,venture,D,10000,14.96,False,0.15,Y,6,11.082157933374816,9.210440366976517
28,65004,rent,12.0,personal,A,10000,7.88,False,0.15,N,6,11.08221946899627,9.210440366976517
27,66000,rent,6.0,venture,A,10000,7.9,False,0.15,N,7,11.097425172408931,9.210440366976517
35,75000,mortgage,9.0,education,A,10000,7.29,False,0.13,N,9,11.225256725762893,9.210440366976517
29,66000,rent,4.0,venture,A,10000,7.9,False,0.15,N,6,11.097425172408931,9.210440366976517
28,66000,rent,9.0,venture,A,10000,7.9,False,0.15,N,9,11.097425172408931,9.210440366976517
32,66000,rent,4.0,medical,B,10000,11.71,False,0.15,N,9,11.097425172408931,9.210440366976517
33,66500,rent,13.0,venture,B,10000,10.95,False,0.15,N,6,11.104972264124868,9.210440366976517
35,75000,mortgage,1.0,debt-consolidation,A,9000,5.79,False,0.12,N,9,11.225256725762893,9.105090961257085
31,75000,mortgage,2.0,education,A,12000,7.29,False,0.16,N,10,11.225256725762893,9.392745258631441
29,75000,mortgage,3.0,education,B,16950,10.37,False,0.23,N,10,11.225256725762893,9.738082108118487
27,75000,mortgage,11.0,home-improvement,A,10000,,False,0.13,N,7,11.225256725762893,9.210440366976517
30,67202,rent,4.0,debt-consolidation,A,10000,,False,0.15,N,7,11.11547316837192,9.210440366976517
35,67500,rent,3.0,medical,B,10000,10.65,False,0.15,N,7,11.119897691565697,9.210440366976517
28,58650,mortgage,5.0,medical,D,20000,14.91,True,0.29,Y,10,10.979359904234647,9.90353755128617
29,68000,rent,2.0,personal,C,10000,14.27,False,0.15,N,8,11.127277689932466,9.210440366976517
32,62000,rent,8.0,venture,D,10000,17.27,True,0.16,Y,7,11.034905792929415,9.210440366976517
29,68000,rent,1.0,medical,B,10000,10.65,False,0.15,N,5,11.127277689932466,9.210440366976517
34,75000,mortgage,0.0,home-improvement,C,20000,13.06,False,0.27,N,8,11.225256725762893,9.90353755128617
34,75000,mortgage,6.0,venture,A,8000,5.42,False,0.11,N,10,11.225256725762893,8.987321812850125
30,68000,rent,7.0,personal,B,10000,10.75,False,0.15,N,7,11.127277689932466,9.210440366976517
27,68000,rent,0.0,debt-consolidation,B,10000,,False,0.15,N,5,11.127277689932466,9.210440366976517
34,75000,mortgage,14.0,medical,B,10000,11.11,False,0.13,N,10,11.225256725762893,9.210440366976517
28,68496,rent,8.0,personal,B,10000,,False,0.15,N,5,11.134545227670822,9.210440366976517
29,68500,rent,4.0,venture,B,10000,12.53,False,0.15,N,7,11.134603622683905,9.210440366976517
30,68580,rent,3.0,venture,A,10000,7.88,False,0.15,N,10,11.135770807421247,9.210440366976517
29,75000,mortgage,11.0,medical,A,10000,5.42,False,0.13,N,9,11.225256725762893,9.210440366976517
34,69204,rent,4.0,personal,B,10000,12.18,False,0.14,N,6,11.144828393330803,9.210440366976517
30,75000,mortgage,0.0,home-improvement,C,15000,12.98,False,0.2,N,8,11.225256725762893,9.61587214452889
33,75000,mortgage,6.0,personal,A,12000,5.42,False,0.16,N,10,11.225256725762893,9.392745258631441
27,70000,rent,11.0,medical,B,10000,10.65,False,0.14,N,10,11.156264806643742,9.210440366976517
29,75000,mortgage,7.0,education,A,6125,,False,0.08,N,8,11.225256725762893,8.72029728739272
28,69000,mortgage,9.0,education,A,15000,6.54,True,0.22,N,5,11.141876276228,9.61587214452889
31,70000,rent,0.0,personal,C,10000,,False,0.14,Y,8,11.156264806643742,9.210440366976517
33,75000,own,5.0,home-improvement,A,17000,6.54,False,0.23,N,5,11.225256725762893,9.741027444837728
29,70000,rent,1.0,home-improvement,A,10000,,False,0.14,N,8,11.156264806643742,9.210440366976517
35,70000,rent,1.0,home-improvement,C,10000,13.98,False,0.14,N,7,11.156264806643742,9.210440366976517
27,75000,mortgage,6.0,medical,A,10000,5.79,False,0.13,N,7,11.225256725762893,9.210440366976517
32,75000,mortgage,16.0,education,C,5000,12.61,False,0.07,Y,10,11.225256725762893,8.517393171418904
35,70000,rent,4.0,venture,E_or_lower,10000,16.45,False,0.14,Y,10,11.156264806643742,9.210440366976517
28,70000,rent,2.0,medical,C,10000,13.48,False,0.14,Y,9,11.156264806643742,9.210440366976517
28,75000,mortgage,12.0,home-improvement,A,16000,6.17,False,0.21,N,6,11.225256725762893,9.680406499268875
27,70000,rent,2.0,education,B,10000,10.99,False,0.14,N,6,11.156264806643742,9.210440366976517
35,70360,rent,8.0,education,A,10000,6.62,False,0.14,N,5,11.161394411371303,9.210440366976517
30,75000,own,0.0,education,A,10000,7.88,False,0.13,N,5,11.225256725762893,9.210440366976517
30,75000,mortgage,12.0,personal,A,8000,7.14,False,0.11,N,9,11.225256725762893,8.987321812850125
32,75000,mortgage,3.0,venture,B,10000,10.38,False,0.13,N,10,11.225256725762893,9.210440366976517
29,75000,mortgage,3.0,personal,B,4000,10.75,False,0.05,N,9,11.225256725762893,8.294299608857235
27,71020,rent,1.0,medical,C,10000,12.53,False,0.14,N,6,11.170730886938642,9.210440366976517
33,75000,mortgage,2.0,medical,A,10000,7.88,False,0.13,N,9,11.225256725762893,9.210440366976517
30,75000,mortgage,11.0,medical,A,15000,7.88,False,0.2,N,9,11.225256725762893,9.61587214452889
29,58650,mortgage,5.0,medical,E_or_lower,3000,17.19,True,0.04,N,6,10.979359904234647,8.006700845440367
29,71500,rent,2.0,medical,C,10000,13.57,False,0.14,N,6,11.177466714598282,9.210440366976517
29,75000,own,3.0,home-improvement,A,12000,7.51,False,0.16,N,5,11.225256725762893,9.392745258631441
33,75000,mortgage,17.0,medical,C,12000,,False,0.16,Y,8,11.225256725762893,9.392745258631441
31,75000,mortgage,3.0,education,B,12000,10.38,False,0.16,N,10,11.225256725762893,9.392745258631441
30,75000,mortgage,2.0,home-improvement,C,21000,14.35,False,0.28,Y,5,11.225256725762893,9.952325334619427
30,66000,rent,5.0,education,D,10000,14.83,True,0.15,Y,9,11.097425172408931,9.210440366976517
30,72000,rent,1.0,debt-consolidation,B,10000,9.99,False,0.14,N,7,11.184435286790631,9.210440366976517
34,72000,rent,2.0,home-improvement,A,10000,7.51,False,0.14,N,7,11.184435286790631,9.210440366976517
28,75000,mortgage,6.0,home-improvement,A,10500,,False,0.14,N,9,11.225256725762893,9.259225769705994
27,75000,mortgage,3.0,venture,B,4000,11.49,False,0.05,N,7,11.225256725762893,8.294299608857235
34,75000,mortgage,6.0,debt-consolidation,A,6000,7.51,False,0.08,N,7,11.225256725762893,8.699681400989514
28,66000,rent,12.0,debt-consolidation,D,10000,15.7,True,0.15,N,5,11.097425172408931,9.210440366976517
27,75000,own,3.0,home-improvement,C,25000,13.85,False,0.33,N,10,11.225256725762893,10.12667110305036
29,75000,mortgage,11.0,home-improvement,B,4200,10.99,False,0.06,N,6,11.225256725762893,8.343077871169383
28,69000,mortgage,5.0,debt-consolidation,E_or_lower,25000,19.41,True,0.36,Y,5,11.141876276228,10.12667110305036
34,73000,rent,0.0,personal,B,10000,11.11,False,0.14,N,10,11.19822841866684,9.210440366976517
32,73000,rent,4.0,debt-consolidation,A,10000,8.59,False,0.14,N,8,11.19822841866684,9.210440366976517
32,75000,mortgage,10.0,venture,E_or_lower,20000,16.45,False,0.27,Y,8,11.225256725762893,9.90353755128617
28,75000,mortgage,9.0,debt-consolidation,B,9600,10.62,False,0.13,N,7,11.225256725762893,9.169622538697624
28,74000,rent,12.0,home-improvement,B,10000,11.71,False,0.14,N,8,11.211833885608513,9.210440366976517
33,74000,rent,3.0,home-improvement,A,10000,,False,0.14,N,8,11.211833885608513,9.210440366976517
33,74520,rent,4.0,home-improvement,D,10000,16.89,False,0.13,N,10,11.218836243841805,9.210440366976517
27,75000,mortgage,4.0,personal,B,20150,11.36,False,0.27,N,6,11.225256725762893,9.911009193934975
33,75000,rent,4.0,home-improvement,A,10000,,False,0.13,N,6,11.225256725762893,9.210440366976517
28,75000,rent,6.0,venture,A,10000,7.9,False,0.13,N,5,11.225256725762893,9.210440366976517
35,75000,own,2.0,medical,B,25000,10.99,False,0.33,N,7,11.225256725762893,10.12667110305036
27,75000,mortgage,5.0,home-improvement,E_or_lower,8500,17.19,False,0.11,N,5,11.225256725762893,9.04793908261736
29,75000,mortgage,4.0,debt-consolidation,C,14400,13.92,False,0.19,N,9,11.225256725762893,9.575052927597383
32,75000,mortgage,10.0,personal,C,22000,13.92,False,0.29,N,10,11.225256725762893,9.99884318585288
32,75000,rent,3.0,home-improvement,A,10000,7.29,False,0.13,N,10,11.225256725762893,9.210440366976517
32,75000,mortgage,2.0,education,D,2000,15.65,False,0.03,Y,10,11.225256725762893,7.601402334583733
30,75000,rent,2.0,home-improvement,A,10000,7.29,False,0.13,N,9,11.225256725762893,9.210440366976517
27,75000,rent,9.0,education,B,10000,9.63,False,0.13,N,9,11.225256725762893,9.210440366976517
34,75000,rent,2.0,personal,B,10000,10.0,False,0.13,N,8,11.225256725762893,9.210440366976517
27,75000,mortgage,0.0,home-improvement,D,23200,,False,0.31,N,9,11.225256725762893,10.05195066017375
34,58650,mortgage,7.0,medical,E_or_lower,12000,20.17,True,0.17,Y,10,10.979359904234647,9.392745258631441
32,75000,mortgage,5.0,personal,C,15000,13.57,False,0.2,N,6,11.225256725762893,9.61587214452889
31,75000,mortgage,8.0,venture,B,15600,11.83,False,0.21,N,5,11.225256725762893,9.65509029374725
30,75000,mortgage,4.0,venture,B,15000,11.48,False,0.2,N,7,11.225256725762893,9.61587214452889
28,75000,mortgage,2.0,medical,B,20000,12.18,False,0.27,N,5,11.225256725762893,9.90353755128617
28,75000,mortgage,3.0,home-improvement,B,6000,11.48,False,0.08,N,8,11.225256725762893,8.699681400989514
27,75000,mortgage,1.0,personal,C,18000,13.57,False,0.24,Y,9,11.225256725762893,9.798182590890704
31,75000,rent,1.0,medical,C,10000,13.47,False,0.13,Y,6,11.225256725762893,9.210440366976517
28,75000,mortgage,10.0,medical,A,9800,,False,0.13,N,7,11.225256725762893,9.19023970026918
29,75000,mortgage,9.0,debt-consolidation,B,10000,11.48,False,0.13,N,10,11.225256725762893,9.210440366976517
28,77250,rent,1.0,personal,B,10000,9.2,False,0.13,N,7,11.254815139660025,9.210440366976517
31,60775,rent,4.0,medical,D,10000,16.49,True,0.14,Y,6,11.014950253183057,9.210440366976517
31,75000,mortgage,3.0,venture,E_or_lower,8000,18.21,False,0.11,Y,7,11.225256725762893,8.987321812850125
34,75000,mortgage,2.0,debt-consolidation,C,8400,,False,0.11,Y,8,11.225256725762893,9.036106025364846
29,75000,mortgage,1.0,medical,A,12000,9.63,False,0.16,N,6,11.225256725762893,9.392745258631441
32,75000,mortgage,0.0,education,B,10000,11.89,False,0.13,N,5,11.225256725762893,9.210440366976517
31,78504,rent,2.0,education,C,10000,11.41,False,0.13,Y,8,11.270917596009623,9.210440366976517
35,79000,rent,7.0,medical,A,10000,7.51,False,0.13,N,8,11.277215789596893,9.210440366976517
33,75000,mortgage,13.0,venture,D,4000,14.11,False,0.05,N,7,11.225256725762893,8.294299608857235
28,75000,mortgage,5.0,venture,B,10000,12.21,False,0.13,N,5,11.225256725762893,9.210440366976517
28,79200,rent,6.0,medical,A,10000,7.66,False,0.13,N,10,11.279744203985432,9.210440366976517
29,80000,rent,3.0,education,D,10000,17.27,False,0.13,N,8,11.289794413577894,9.210440366976517
30,69000,mortgage,3.0,home-improvement,C,8500,,True,0.12,N,5,11.141876276228,9.04793908261736
34,80000,rent,6.0,debt-consolidation,B,10000,9.91,False,0.13,N,7,11.289794413577894,9.210440366976517
28,75000,other,4.0,venture,D,7200,15.05,False,0.1,Y,6,11.225256725762893,8.881975184248867
